experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,ID,binary,0.8295454545454546,176,0.6590909090909091,0.17045454545454553,0.7382561728395062,0.9151311728395062
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,ID,number,0.34765625,768,0.24088541666666666,0.10677083333333334,0.2879047385678484,0.40141936940717693
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5722223952226578,0.7244200341121295
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,OOD,binary,0.7627737226277372,548,0.7262773722627737,0.03649635036496357,0.6622230313546104,0.8198048990483201
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,OOD,number,0.46907993966817496,1326,0.46907993966817496,0.0,0.40758980505126063,0.5534981502265789
06-vit-lora,06_vit_lora_v1__ep3_full,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5693364464482885,0.7950980883151936
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,ID,fo_class,0.6391304347826087,920,0.2891304347826087,0.35,0.5901614943168174,0.7233941060781443
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,ID,multiple_choice,0.8333333333333334,90,0.36666666666666664,0.46666666666666673,0.6588789682539683,0.9235615079365079
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,ID,open_ended,0.6363636363636364,286,0.5174825174825175,0.11888111888111885,0.5722223952226578,0.7244200341121295
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,OOD,fo_class,0.6330484330484331,1755,0.36182336182336183,0.2712250712250712,0.567533643965596,0.7304647419110266
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,OOD,multiple_choice,0.7946428571428571,112,0.5,0.2946428571428571,0.5529898446833932,0.953412485065711
06-vit-lora,06_vit_lora_v1__ep3_full,object_recognition,OOD,open_ended,0.689922480620155,258,0.49224806201550386,0.19767441860465118,0.5693364464482885,0.7950980883151936
06-vit-lora,06_vit_lora_v1__ep3_full,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5722223952226578,0.7244200341121295
