experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
06-vit-lora,06_vit_lora_v1,aggregation,ID,binary,0.8352272727272727,176,0.6590909090909091,0.17613636363636365,0.7435030864197532,0.918557098765432
06-vit-lora,06_vit_lora_v1,aggregation,ID,number,0.3268229166666667,768,0.24088541666666666,0.08593750000000003,0.2754384237454546,0.37772808895964377
06-vit-lora,06_vit_lora_v1,aggregation,ID,open_ended,0.18181818181818182,11,0.9090909090909091,-0.7272727272727273,0.5953963611959936,0.7410989383369896
06-vit-lora,06_vit_lora_v1,aggregation,OOD,binary,0.7718978102189781,548,0.7262773722627737,0.04562043795620441,0.6686659962844173,0.831056421100829
06-vit-lora,06_vit_lora_v1,aggregation,OOD,number,0.4819004524886878,1326,0.46907993966817496,0.01282051282051283,0.4044198924454149,0.5917957772593824
06-vit-lora,06_vit_lora_v1,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.6302780058651026,0.8284334393676499
06-vit-lora,06_vit_lora_v1,object_recognition,ID,fo_class,0.6119565217391304,920,0.2891304347826087,0.3228260869565217,0.5604487685255458,0.7024175239061731
06-vit-lora,06_vit_lora_v1,object_recognition,ID,multiple_choice,0.8555555555555555,90,0.36666666666666664,0.4888888888888889,0.6751984126984126,0.9374313186813188
06-vit-lora,06_vit_lora_v1,object_recognition,ID,open_ended,0.6503496503496503,286,0.5174825174825175,0.1328671328671328,0.5953963611959936,0.7410989383369896
06-vit-lora,06_vit_lora_v1,object_recognition,OOD,fo_class,0.6239316239316239,1755,0.36182336182336183,0.2621082621082621,0.5567020234924764,0.7303553237151259
06-vit-lora,06_vit_lora_v1,object_recognition,OOD,multiple_choice,0.7767857142857143,112,0.5,0.2767857142857143,0.5233291245791245,0.9259347507331377
06-vit-lora,06_vit_lora_v1,object_recognition,OOD,open_ended,0.7248062015503876,258,0.49224806201550386,0.2325581395348837,0.6302780058651026,0.8284334393676499
06-vit-lora,06_vit_lora_v1,temporal_grounding,ID,open_ended,0.0,1,1.0,-1.0,0.5953963611959936,0.7410989383369896
