experiment,run,capability_group,distribution,answer_format,accuracy,n,floor,margin,ci_low,ci_high
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,ID,binary,0.625,176,0.6590909090909091,-0.03409090909090906,0.5151410934744268,0.7221792328042328
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,ID,number,0.09635416666666667,768,0.24088541666666666,-0.14453125,0.06665458031497395,0.15548003379274272
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,ID,open_ended,0.09090909090909091,11,0.9090909090909091,-0.8181818181818181,0.48519656281801765,0.6756345985363843
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,OOD,binary,0.6788321167883211,548,0.7262773722627737,-0.04744525547445255,0.5411064149666123,0.7740098251529172
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,OOD,number,0.16289592760180996,1326,0.46907993966817496,-0.30618401206636503,0.13053660049579444,0.21716555568832177
23-backbone-screen,23a_qwen36_27b_bf16,aggregation,OOD,open_ended,0.0,1,1.0,-1.0,0.5181095278518877,0.7855474302013775
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,ID,fo_class,0.22391304347826088,920,0.2891304347826087,-0.06521739130434781,0.18127934558965086,0.2798781078873342
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,ID,multiple_choice,0.7,90,0.36666666666666664,0.3333333333333333,0.4850269274376417,0.8002125850340137
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,ID,open_ended,0.5384615384615384,286,0.5174825174825175,0.020979020979020935,0.48519656281801765,0.6756345985363843
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,OOD,fo_class,0.26894586894586897,1755,0.36182336182336183,-0.09287749287749286,0.23303991456274928,0.3016488978391024
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,OOD,multiple_choice,0.6428571428571429,112,0.5,0.1428571428571429,0.3563146247420441,0.8090540259223055
23-backbone-screen,23a_qwen36_27b_bf16,object_recognition,OOD,open_ended,0.6201550387596899,258,0.49224806201550386,0.12790697674418605,0.5181095278518877,0.7855474302013775
23-backbone-screen,23a_qwen36_27b_bf16,temporal_grounding,ID,open_ended,1.0,1,1.0,0.0,0.48519656281801765,0.6756345985363843
